id,Artist,Song Title,Year,Rank,Genre
1890,Alicia Keys feat. Tony! Toni! Tone!,Diary,2004.0,34,R&B/Soul
1891,Maroon 5,She Will be Loved,2004.0,35,Pop Rock
1892,Dido,White Flag,2004.0,36,Pop/Electronic
1893,Los Lonely Boys,Heaven,2004.0,37,Pop/R&B/Hip-Hop
1894,No Doubt,It's My Life,2004.0,38,Alternative Rock/Ska
1895,Ashlee Simpson,Pieces of Me,2004.0,39,Pop/R&B/Hip-Hop
1896,JoJo,Leave (Get Out),2004.0,40,Pop/R&B/Hip-Hop
1897,Kelis,Milkshake,2004.0,41,Pop/R&B/Hip-Hop
1898,Ludacris,Splash Waterfalls,2004.0,42,Hip-Hop
1899,Kanye West,Jesus Walks,2004.0,43,Hip-Hop
1900,Akon feat. Styles P.,Locked Up,2004.0,44,R&B/Hip-Hop
1901,Ludacris feat. Shawnna,Stand Up,2004.0,45,Hip-Hop
1902,Baby Bash feat. Frankie J,Suga Suga,2004.0,46,Pop/R&B/Hip-Hop
1903,Kanye West feat. Syleena Johnson,All Falls Down,2004.0,47,Hip-Hop
1904,Britney Spears,Toxic,2004.0,48,Pop/Dance
1905,Ying Yang Twins feat. Lil Jon and The East Side Boyz,Salt Shaker,2004.0,49,Hip-Hop
1906,Jessica Simpson,With You,2004.0,50,Pop/R&B/Hip-Hop
1907,Mariah Carey,We Belong Together,2005.0,1,Pop/R&B
1908,Gwen Stefani,Hollaback Girl,2005.0,2,Pop/Dance
1909,Mario,Let Me Love You,2005.0,3,Pop/Hip-Hop/Dance
1910,Kelly Clarkson,Since U Been Gone,2005.0,4,Pop Rock
1911,Ciara feat. Missy Elliott,"1, 2 Step",2005.0,5,Pop/Hip-Hop/Dance
1912,Kanye West feat. Jamie Foxx,Gold Digger,2005.0,6,Hip-Hop
1913,Green Day,Boulevard Of Broken Dreams,2005.0,7,Punk Rock
1914,50 Cent feat. Olivia,Candy Shop,2005.0,8,Hip-Hop
1915,Pussycat Dolls feat. Busta Rhymes,Don't Cha,2005.0,9,Pop/R&B/Dance
1916,Kelly Clarkson,Behind These Hazel Eyes,2005.0,10,Pop Rock
1917,50 Cent,Disco Inferno,2005.0,11,Hip-Hop
1918,Lifehouse,You And Me,2005.0,12,Pop/Hip-Hop/Dance
1919,Black Eyed Peas,Don't Phunk With My Heart,2005.0,13,Hip-Hop/Pop
1920,Missy Elliott feat. Ciara and Fat Man Scoop,Lose Control,2005.0,14,Pop/Hip-Hop/Dance
1921,Mariah Carey,Shake It Off,2005.0,15,Pop/R&B
1922,Killers,Mr. Brightside,2005.0,16,Pop/Hip-Hop/Dance
1923,50 Cent,Just A Lil Bit,2005.0,17,Hip-Hop
1924,Rihanna,Pon de Replay,2005.0,18,Pop/R&B/Dance
1925,Game feat. 50 Cent,How We Do,2005.0,19,Pop/Hip-Hop/Dance
1926,Weezer,Beverly Hills,2005.0,20,Pop/Hip-Hop/Dance
1927,Ciara feat. Ludacris,Oh,2005.0,21,Pop/Hip-Hop/Dance
1928,Rob Thomas,Lonely No More,2005.0,22,Pop/Hip-Hop/Dance
1929,Snoop Dogg feat. Pharrell,Drop It Like It's Hot,2005.0,23,Hip-Hop
1930,Game feat. 50 Cent,Hate It Or Love It,2005.0,24,Pop/Hip-Hop/Dance
1931,Lil Jon and The East Side Boyz feat. Usher and Ludacris,Lovers And Friends,2005.0,25,Hip-Hop
1932,Destiny's Child feat. T.I. and Lil Wayne,Soldier,2005.0,26,R&B/Pop
1933,Kelly Clarkson,Breakaway,2005.0,27,Pop Rock
1934,Will Smith,Switch,2005.0,28,Pop/Hip-Hop/Dance
1935,Bow Wow feat. Omarion,Let Me Hold You,2005.0,29,Pop/Hip-Hop/Dance
1936,Bow Wow feat. Ciara,Like You,2005.0,30,Pop/Hip-Hop/Dance
1937,Gwen Stefani feat. Eve,Rich Girl,2005.0,31,Pop/Dance
1938,Black Eyed Peas,My Humps,2005.0,32,Hip-Hop/Pop
1939,Frankie J feat. Baby Bash,Obsession (No Es Amor),2005.0,33,Pop/Hip-Hop/Dance
1940,Usher,Caught Up,2005.0,34,R&B/Pop
1941,D.H.T.,Listen To Your Heart,2005.0,35,Pop/Hip-Hop/Dance
1942,Papa Roach,Scars,2005.0,36,Pop/Hip-Hop/Dance
1943,Gorillaz,Feel Good Inc,2005.0,37,Pop/Hip-Hop/Dance
1944,3 Doors Down,Let Me Go,2005.0,38,Rock
1945,Green Day,Holiday,2005.0,39,Punk Rock
1946,Fall Out Boy,"Sugar, We're Goin' Down",2005.0,40,Pop Punk
1947,Pretty Ricky,Grind With Me,2005.0,41,Pop/Hip-Hop/Dance
1948,Chris Brown,Run It!,2005.0,42,R&B/Pop
1949,Nickelback,Photograph,2005.0,43,Rock
1950,Akon,Lonely,2005.0,44,R&B/Hip-Hop
1951,Howie Day,Collide,2005.0,45,Pop/Hip-Hop/Dance
1952,Green Day,Wake Me Up When September Ends,2005.0,46,Punk Rock
1953,Bobby Valentino,Slow Down,2005.0,47,Pop/Hip-Hop/Dance
1954,Nelly feat. Tim McGraw,Over And Over,2005.0,48,Hip-Hop
1955,Trillville feat. Cutty,Some Cut,2005.0,49,Pop/Hip-Hop/Dance
1956,Fat Joe feat. Nelly,Get It Poppin',2005.0,50,Pop/Hip-Hop/Dance
1957,Daniel Powter,Bad Day,2006.0,1,Pop/Hip-Hop/Dance
1958,Sean Paul,Temperature,2006.0,2,Pop/Hip-Hop/Dance
1959,Nelly Furtado feat. Timbaland,Promiscuous,2006.0,3,Pop/Hip-Hop/Dance
1960,James Blunt,You're Beautiful,2006.0,4,Pop/Hip-Hop/Dance
1961,Shakira feat. Wyclef Jean,Hips Don't Lie,2006.0,5,Latin Pop/Rock
1962,Natasha Bedingfield,Unwritten,2006.0,6,Pop
1963,Gnarls Barkley,Crazy,2006.0,7,Pop/Hip-Hop/Dance
1964,Chamillionaire feat. Krayzie Bone,Ridin',2006.0,8,Pop/Hip-Hop/Dance
1965,Justin Timberlake,Sexyback,2006.0,9,Pop/R&B
1966,Beyonce feat. Slim Thug,Check on It,2006.0,10,R&B/Pop
1967,Mary J. Blige,Be Without You,2006.0,11,R&B/Soul
1968,"Nelly feat. Paul Wall, Ali and Gipp",Grillz,2006.0,12,Hip-Hop
1969,Fray,Over My Head (Cable Car),2006.0,13,Alternative Rock
1970,Cassie,Me and U,2006.0,14,Pop/Hip-Hop/Dance
1971,Pussycat Dolls feat. Snoop Dogg,Buttons,2006.0,15,Pop/R&B/Dance
1972,Ne-Yo,So Sick,2006.0,17,R&B/Pop
1973,Yung Joc,It's Goin' Down,2006.0,18,Hip-Hop
1974,Rihanna,SOS,2006.0,19,Pop/R&B/Dance
1975,Panic! At The Disco,I Write Sins not Tragedies,2006.0,20,Alternative Rock/Pop
1976,All-American Rejects,Move Along,2006.0,21,Pop Punk/Rock
1977,Fergie,London Bridge,2006.0,22,Pop/Hip-Hop
1978,Red Hot Chili Peppers,Dani California,2006.0,23,Alternative Rock/Funk
1979,Dem Franchize Boyz feat. Lil Peanut and Charlay,"Lean Wit It, Rock Wit It",2006.0,25,Hip-Hop
1980,Rascal Flatts,What Hurts the Most,2006.0,26,Pop/Hip-Hop/Dance
1981,Fray,How to Save a Life,2006.0,27,Alternative Rock
1982,Rihanna,Unfaithful,2006.0,28,Pop/R&B/Dance
1983,Snow Patrol,Chasing Cars,2006.0,29,Pop/Hip-Hop/Dance
1984,Hinder,Lips of an Angel,2006.0,30,Pop/Hip-Hop/Dance
1985,Cascada,Everytime We Touch,2006.0,31,Pop/Hip-Hop/Dance
1986,Christina Aguilera,Ain't no Other Man,2006.0,32,Pop/R&B
1987,Fall Out Boy,"Dance, Dance",2006.0,33,Pop Punk
1988,Ludacris feat. Pharrell,Money Maker,2006.0,35,Hip-Hop
1989,Sean Paul feat. Keyshia Cole,(When You Gonna) Give It Up To Me,2006.0,37,Pop/Hip-Hop/Dance
1990,Kelly Clarkson,Because Of You,2006.0,39,Pop Rock
1991,Pussycat Dolls,Stickwitu,2006.0,40,Pop/R&B/Dance
1992,T-Pain feat. Mike Jones,I'm N Luv (Wit a Stripper),2006.0,41,R&B/Hip-Hop
1993,Fort Minor feat. Holly Brook,Where'd You Go,2006.0,43,Pop/Hip-Hop/Dance
1994,Chris Brown,Yo (Excuse Me Miss),2006.0,44,R&B/Pop
1995,Kelly Clarkson,Walk Away,2006.0,45,Pop Rock
1996,D4L,Laffy Taffy,2006.0,46,Pop/Hip-Hop/Dance
1997,T.I.,What You Know,2006.0,47,Hip-Hop
1998,All-American Rejects,Dirty Little Secret,2006.0,48,Pop Punk/Rock
1999,Nickelback,Savin' Me,2006.0,49,Rock
2000,Mariah Carey,Don't Forget About Us,2006.0,50,Pop/R&B
2001,Beyonce,Irreplaceable,2007.0,1,R&B/Pop
2002,Rihanna feat. Jay-Z,Umbrella,2007.0,2,Pop/R&B/Dance
2003,Gwen Stefani feat. Akon,The Sweet Escape,2007.0,3,Pop/Dance
2004,Fergie,Big Girls Don't Cry,2007.0,4,Pop/Hip-Hop
2005,T-Pain feat. Yung Joc,Buy U A Drank (Shawty Snappin'),2007.0,5,R&B/Hip-Hop
2006,Carrie Underwood,Before He Cheats,2007.0,6,Pop/Hip-Hop/Dance
2007,Plain White T's,Hey There Delilah,2007.0,7,Pop/Hip-Hop/Dance
2008,Akon feat. Snoop Dogg,I Wanna Love You,2007.0,8,R&B/Hip-Hop
2009,Nelly Furtado,Say It Right,2007.0,9,Pop/Hip-Hop/Dance
2010,Fergie feat. Ludacris,Glamorous,2007.0,10,Pop/Hip-Hop
2011,Akon,Don't Matter,2007.0,11,R&B/Hip-Hop
2012,Avril Lavigne,Girlfriend,2007.0,12,Pop Punk
2013,Maroon 5,Makes Me Wonder,2007.0,13,Pop Rock
2014,Shop Boyz,Party Like A Rockstar,2007.0,14,Pop/Hip-Hop/Dance
2015,Akon feat. Eminem,Smack That,2007.0,15,R&B/Hip-Hop
2016,Mims,This Is Why I'm Hot,2007.0,16,Pop/Hip-Hop/Dance
2017,Daughtry,It's Not Over,2007.0,17,Pop/Hip-Hop/Dance
2018,Timbaland feat. Keri Hilson,The Way I Are,2007.0,18,Pop/Hip-Hop/Dance
2019,Fergie,Fergalicious,2007.0,19,Pop/Hip-Hop
2020,Soulja Boy Tell'em,Crank That (Soulja Boy),2007.0,20,Pop/Hip-Hop/Dance
2021,Timbaland feat. Nelly Furtado and Justin Timberlake,Give It To Me,2007.0,21,Pop/Hip-Hop/Dance
2022,Justin Timberlake,What Goes Around…Comes Around,2007.0,22,Pop/R&B
2023,Gym Class Heroes feat. Patrick Stump,Cupid's Chokehold/Breakfast In America,2007.0,23,Pop/Hip-Hop/Dance
2024,Daughtry,Home,2007.0,25,Pop/Hip-Hop/Dance
2025,Justin Timberlake feat. T.I.,My Love,2007.0,26,Pop/R&B
2026,Kanye West,Stronger,2007.0,27,Hip-Hop
2027,Jim Jones,We Fly High,2007.0,28,Pop/Hip-Hop/Dance
2028,Pink,U + Ur Hand,2007.0,29,Pop/Rock
2029,Unk,Walk It Out,2007.0,30,Pop/Hip-Hop/Dance
2030,Sean Kingston,Beautiful Girls,2007.0,31,Reggae Fusion/Pop
2031,Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007.0,32,Pop Punk
2032,T-Pain feat. Akon,Bartender,2007.0,33,R&B/Hip-Hop
2033,Huey,"Pop, Lock and Drop It",2007.0,34,Pop/Hip-Hop/Dance
2034,Ludacris feat. Mary J. Blige,Runaway Love,2007.0,35,Hip-Hop
2035,Nickelback,Rockstar,2007.0,36,Rock
2036,Fall Out Boy,Thnks Fr Th Mmrs,2007.0,37,Pop Punk
2037,Linkin Park,What I've Done,2007.0,38,Nu Metal/Alternative Rock
2038,Justin Timberlake,Summer Love,2007.0,39,Pop/R&B
2039,Lloyd feat. Lil' Wayne,You,2007.0,40,Pop/Hip-Hop/Dance
2040,Elliott Yamin,Wait For You,2007.0,41,Pop/Hip-Hop/Dance
2041,Diddy feat. Keyshia Cole,Last Night,2007.0,42,Pop/Hip-Hop/Dance
2042,Fat Joe feat. Lil Wayne,Make It Rain,2007.0,43,Hip-Hop
2043,Fabolous feat. Ne-Yo,Make Me Better,2007.0,44,Pop/Hip-Hop/Dance
2044,Omarion,Ice Box,2007.0,45,Pop/Hip-Hop/Dance
2045,John Mayer,Waiting On The World To Change,2007.0,47,Pop/Rock/Blues
2046,Robin Thicke,Lost Without U,2007.0,48,Pop/Hip-Hop/Dance
2047,Nickelback,If Everyone Cared,2007.0,50,Rock
2048,Flo Rida feat. T-Pain,Low,2008.0,1,Hip-Hop/Pop
2049,Leona Lewis,Bleeding Love,2008.0,2,Pop/Hip-Hop/Dance
2050,Alicia Keys,No One,2008.0,3,R&B/Soul
2051,Lil Wayne feat. Static Major,Lollipop,2008.0,4,Hip-Hop
2052,Timbaland feat. OneRepublic,Apologize,2008.0,5,Pop/Hip-Hop/Dance
2053,Jordin Sparks feat. Chris Brown,No Air,2008.0,6,Pop/Hip-Hop/Dance
2054,Sara Bareilles,Love Song,2008.0,7,Pop/Hip-Hop/Dance
2055,Usher feat. Young Jeezy,Love In This Club,2008.0,8,R&B/Pop
2056,Chris Brown,With You,2008.0,9,R&B/Pop
2057,Chris Brown,Forever,2008.0,10,R&B/Pop
2058,Ray J and Yung Berg,Sexy Can I,2008.0,11,Hip-Hop
2059,Rihanna,Take A Bow,2008.0,12,Pop/R&B/Dance
2060,Coldplay,Viva La Vida,2008.0,13,Alternative Rock/Pop
2061,Katy Perry,I Kissed A Girl,2008.0,14,Pop
2062,T.I.,Whatever You Like,2008.0,15,Hip-Hop
2063,Rihanna,Disturbia,2008.0,16,Pop/R&B/Dance
2064,Rihanna,Don't Stop the Music,2008.0,17,Pop/R&B/Dance
2065,Natasha Bedingfield,Pocketful of Sunshine,2008.0,18,Pop
2066,Chris Brown feat. T-Pain,Kiss Kiss,2008.0,19,R&B/Pop
2067,Ne-Yo,Closer,2008.0,20,R&B/Pop
2068,Colbie Caillat,Bubbly,2008.0,21,Pop/Hip-Hop/Dance
2069,Mariah Carey,Touch My Body,2008.0,22,Pop/R&B
2070,Madonna feat. Justin Timberlake,4 Minutes,2008.0,23,Pop/Dance
2071,Pink,So What,2008.0,24,Pop/Rock
2072,Finger Eleven,Paralyzer,2008.0,25,Pop/Hip-Hop/Dance
2073,Fergie,Clumsy,2008.0,26,Pop/Hip-Hop
2074,Jason Mraz,I'm Yours,2008.0,27,Pop/Hip-Hop/Dance
2075,Jesse McCartney,Leavin',2008.0,28,Pop/Hip-Hop/Dance
2076,Kardinal Offishall feat. Akon,Dangerous,2008.0,29,Pop/Hip-Hop/Dance
2077,Jordin Sparks,Tattoo,2008.0,30,Pop/Hip-Hop/Dance
2078,Miley Cyrus,See You Again,2008.0,31,Pop/Rock/Country
2079,Metro Station,Shake It,2008.0,32,Pop/Hip-Hop/Dance
2080,OneRepublic,Stop And Stare,2008.0,33,Pop Rock
2081,Sean Kingston,Take You There,2008.0,34,Reggae Fusion/Pop
2082,M.I.A.,Paper Planes,2008.0,35,Pop/Hip-Hop/Dance
2083,Katy Perry,Hot N Cold,2008.0,36,Pop
2084,T.I. feat. Rihanna,Live Your Life,2008.0,37,Hip-Hop
2085,Plies feat. Ne-Yo,Bust It Baby Part 2,2008.0,38,Pop/Hip-Hop/Dance
2086,Estelle feat. Kanye West,American Boy,2008.0,39,Pop/Hip-Hop/Dance
2087,Lil Wayne feat. T-Pain,Got Money,2008.0,40,Hip-Hop
2088,Taylor Swift,Our Song,2008.0,41,Country/Pop
2089,Danity Kane,Damaged,2008.0,42,Pop/Hip-Hop/Dance
2090,Lil Wayne,A Milli,2008.0,43,Hip-Hop
2091,Buckcherry,Sorry,2008.0,44,Pop/Hip-Hop/Dance
2092,Webbie feat. Lil' Phat and Lil' Boosie,Independent,2008.0,45,Pop/Hip-Hop/Dance
2093,T-Pain feat. Lil Wayne,Can't Believe It,2008.0,46,R&B/Hip-Hop
2094,Alicia Keys,Like You'll Never See Me Again,2008.0,47,R&B/Soul
2095,Taylor Swift,Teardrops On My Guitar,2008.0,48,Country/Pop
2096,Pussycat Dolls,When I Grow Up,2008.0,49,Pop/R&B/Dance
2097,Snoop Dogg,Sensual Seduction,2008.0,50,Hip-Hop
2098,Black Eyed Peas,Boom Boom Pow,2009.0,1,Hip-Hop/Pop
2099,Lady Gaga,Poker Face,2009.0,2,Pop/Electronic
2100,Lady Gaga feat. Colby O'Donis,Just Dance,2009.0,3,Pop/Electronic
2101,Black Eyed Peas,I Gotta Feeling,2009.0,4,Hip-Hop/Pop
2102,Taylor Swift,Love Story,2009.0,5,Country/Pop
2103,Flo Rida,Right Round,2009.0,6,Hip-Hop/Pop
2104,Beyonce,Single Ladies (Put A Ring On It),2009.0,8,R&B/Pop
2105,Kanye West,Heartless,2009.0,9,Hip-Hop
2106,All-American Rejects,Gives You Hell,2009.0,10,Pop Punk/Rock
2107,Taylor Swift,You Belong With Me,2009.0,11,Country/Pop
2108,T.I. feat. Justin Timberlake,Dead And Gone,2009.0,12,Hip-Hop
2109,Fray,You Found Me,2009.0,13,Alternative Rock
2110,Kings Of Leon,Use Somebody,2009.0,14,Pop/Hip-Hop/Dance
2111,Keri Hilson feat. Kanye West and Ne-Yo,Knock You Down,2009.0,15,Pop/Hip-Hop/Dance
2112,Jamie Foxx feat. T-Pain,Blame It,2009.0,16,Pop/Hip-Hop/Dance
2113,Pitbull,I Know You Want Me (Calle Ocho),2009.0,17,Pop/Hip-Hop/Dance
2114,Soulja Boy Tell 'em feat. Sammie,Kiss Me Thru The Phone,2009.0,19,Pop/Hip-Hop/Dance
2115,Jay Sean feat. Lil Wayne,Down,2009.0,20,Hip-Hop
2116,Miley Cyrus,The Climb,2009.0,21,Pop/Rock/Country
2117,Drake,Best I Ever Had,2009.0,22,Hip-Hop/R&B
2118,Kelly Clarkson,My Life Would Suck Without You,2009.0,23,Pop Rock
2119,Beyonce,Halo,2009.0,24,R&B/Pop
2120,Shinedown,Second Chance,2009.0,26,Pop/Hip-Hop/Dance
2121,Britney Spears,Circus,2009.0,27,Pop/Dance
2122,Kid Cudi,Day 'n' Nite,2009.0,28,Pop/Hip-Hop/Dance
2123,Miley Cyrus,Party in the U.S.A.,2009.0,29,Pop/Rock/Country
2124,3OH!3,Don't Trust Me,2009.0,30,Pop/Hip-Hop/Dance
2125,"Jay-Z, Rihanna and Kanye West",Run This Town,2009.0,31,Pop/Hip-Hop/Dance
2126,Kevin Rudolf feat. Lil Wayne,Let It Rock,2009.0,32,Hip-Hop
2127,Sean Kingston,Fire Burning,2009.0,33,Reggae Fusion/Pop
2128,Jason DeRulo,Whatcha Say,2009.0,34,Pop/Hip-Hop/Dance
2129,Lady Gaga,Lovegame,2009.0,35,Pop/Electronic
2130,Katy Perry,Waking Up In Vegas,2009.0,36,Pop
2131,Jeremih,Birthday Sex,2009.0,37,Pop/Hip-Hop/Dance
2132,Pink,Sober,2009.0,38,Pop/Rock
2133,Britney Spears,Womanizer,2009.0,39,Pop/Dance
2134,Mariah Carey,Obsessed,2009.0,41,Pop/R&B
2135,Ne-Yo,Mad,2009.0,42,R&B/Pop
2136,Cobra Starship feat. Leighton Meester,Good Girls Go Bad,2009.0,43,Pop/Hip-Hop/Dance
2137,Kanye West,Love Lockdown,2009.0,44,Hip-Hop
2138,Pitbull,Hotel Room Service,2009.0,46,Pop/Hip-Hop/Dance
2139,"Eminem, Dr. Dre and 50 Cent",Crack A Bottle,2009.0,47,Pop/Hip-Hop/Dance
2140,Beyonce,If I Were A Boy,2009.0,48,R&B/Pop
2141,Keri Hilson feat. Lil Wayne,Turning Me On,2009.0,49,Hip-Hop
2142,Pussycat Dolls,I Hate This Part,2009.0,50,Pop/R&B/Dance
2143,Ke$ha,TiK ToK,2010.0,1,Pop/Hip-Hop/Dance
2144,Lady Antebellum,Need You Now,2010.0,2,Pop/Hip-Hop/Dance
2145,Train,"Hey, Soul Sister",2010.0,3,Pop Rock
2146,Katy Perry feat. Snoop Dogg,California Gurls,2010.0,4,Pop
2147,Usher feat. will.i.am,OMG,2010.0,5,R&B/Pop
2148,B.o.B feat. Hayley Williams,Airplanes,2010.0,6,Pop/Hip-Hop/Dance
2149,Eminem feat. Rihanna,Love The Way You Lie,2010.0,7,Hip-Hop
2150,Lady Gaga,Bad Romance,2010.0,8,Pop/Electronic
2151,Taio Cruz,Dynamite,2010.0,9,Pop/Hip-Hop/Dance
2152,Taio Cruz feat. Ludacris,Break Your Heart,2010.0,10,Pop/Hip-Hop/Dance
2153,B.o.B feat. Bruno Mars,Nothin' On You,2010.0,11,Pop/Hip-Hop/Dance
2154,Enrique Iglesias feat. Pitbull,I Like It,2010.0,12,Latin Pop
2155,Young Money feat. Lloyd,Bedrock,2010.0,13,Hip-Hop
2156,Jason Derulo,In My Head,2010.0,14,Pop/R&B
2157,Rihanna,Rude Boy,2010.0,15,Pop/R&B/Dance
2158,Lady Gaga feat. Beyonce,Telephone,2010.0,16,Pop/Electronic
2159,Katy Perry,Teenage Dream,2010.0,17,Pop
2160,Bruno Mars,Just The Way You Are,2010.0,18,Pop/Funk/Soul
2161,Mike Posner,Cooler Than Me,2010.0,19,Pop/Hip-Hop/Dance
2162,Black Eyed Peas,Imma Be,2010.0,20,Hip-Hop/Pop
2163,Jay-Z and Alicia Keys,Empire State of Mind,2010.0,21,Hip-Hop
2164,Usher feat. Pitbull,DJ Got Us Fallin' in Love,2010.0,22,R&B/Pop
2165,Travie McCoy feat. Bruno Mars,Billionaire,2010.0,23,Pop/Hip-Hop/Dance
2166,Eminem,Not Afraid,2010.0,24,Hip-Hop
2167,Iyaz,Replay,2010.0,25,Pop/Hip-Hop/Dance
2168,David Guetta feat. Akon,Sexy Chick,2010.0,26,Pop/Hip-Hop/Dance
2169,Script,Breakeven,2010.0,27,Pop/Hip-Hop/Dance
2170,Ke$ha,Your Love Is My Drug,2010.0,28,Pop/Hip-Hop/Dance
2171,Owl City,Fireflies,2010.0,30,Pop/Hip-Hop/Dance
2172,Trey Songz feat. Fabolous,Say Aah,2010.0,31,Pop/Hip-Hop/Dance
2173,Drake,Find Your Love,2010.0,32,Hip-Hop/R&B
2174,Lady Gaga,Alejandro,2010.0,33,Pop/Electronic
2175,Jason Derulo,Ridin' Solo,2010.0,34,Pop/R&B
2176,Nelly,Just A Dream,2010.0,35,Hip-Hop
2177,Ludacris,How Low,2010.0,36,Hip-Hop
2178,Far East Movement feat. The Cataracs and Dev,Like A G6,2010.0,37,Pop/Alternative
2179,Timbaland feat. Justin Timberlake,Carry Out,2010.0,38,Pop/Hip-Hop/Dance
2180,Michael Buble,Haven't Met You Yet,2010.0,39,Pop/Hip-Hop/Dance
2181,Flo Rida feat. David Guetta,Club Can't Handle Me,2010.0,40,Hip-Hop/Pop
2182,La Roux,Bulletproof,2010.0,42,Pop/Hip-Hop/Dance
2183,Justin Bieber feat. Ludacris,Baby,2010.0,44,Pop/R&B
2184,Adam Lambert,Whataya Want From Me,2010.0,45,Pop/Hip-Hop/Dance
2185,Taylor Swift,Mine,2010.0,46,Country/Pop
2186,Rihanna,Only Girl (In The World),2010.0,47,Pop/R&B/Dance
2187,Kris Allen,Live Like We're Dying,2010.0,48,Pop/Hip-Hop/Dance
2188,Rihanna feat. Jeezy,Hard,2010.0,49,Pop/R&B/Dance
2189,Jay-Z and Mr. Hudson,Young Forever,2010.0,50,Hip-Hop
2190,Adele,Rolling In The Deep,2011.0,1,Pop/Soul
2191,LMFAO feat. Lauren Bennett and GoonRock,Party Rock Anthem,2011.0,2,Pop/Hip-Hop/Dance
2192,Katy Perry,Firework,2011.0,3,Pop
2193,Katy Perry feat. Kanye West,E.T.,2011.0,4,Pop
2194,"Pitbull feat. Ne-Yo, Afrojack and Nayer",Give Me Everything,2011.0,5,Pop/Hip-Hop/Dance
2195,Bruno Mars,Grenade,2011.0,6,Pop/Funk/Soul
2196,Cee Lo Green,F**K You (Forget You),2011.0,7,Pop/Hip-Hop/Dance
2197,Nicki Minaj,Super Bass,2011.0,8,Hip-Hop/Pop
2198,Maroon 5 feat. Christina Aguilera,Moves Like Jagger,2011.0,9,Pop Rock
2199,Black Eyed Peas,Just Can't Get Enough,2011.0,10,Hip-Hop/Pop
2200,Jennifer Lopez feat. Pitbull,On The Floor,2011.0,11,Pop/Dance/R&B
2201,Rihanna,S&M;,2011.0,12,Pop/R&B/Dance
2202,Foster The People,Pumped Up Kicks,2011.0,13,Pop/Alternative
2203,Katy Perry,Last Friday Night (T.G.I.F.),2011.0,14,Pop
2204,Enrique Iglesias feat. Ludacris and DJ Frank E,Tonight (I'm Lovin' You),2011.0,16,Latin Pop
2205,P!Nk,Raise Your Glass,2011.0,17,Pop/Hip-Hop/Dance
2206,Lady Gaga,Born This Way,2011.0,18,Pop/Electronic
2207,Rihanna feat. Drake,What's My Name?,2011.0,20,Hip-Hop/R&B
2208,Chris Brown feat. Lil Wayne and Busta Rhymes,Look At Me Now,2011.0,21,R&B/Pop
2209,Jeremih feat. 50 Cent,Down On Me,2011.0,22,Pop/Hip-Hop/Dance
2210,Lil Wayne,How To Love,2011.0,23,Hip-Hop
2211,Adele,Someone Like You,2011.0,24,Pop/Soul
2212,OneRepublic,Good Life,2011.0,25,Pop Rock
2213,Bruno Mars,The Lazy Song,2011.0,26,Pop/Funk/Soul
2214,Britney Spears,Till The World Ends,2011.0,27,Pop/Dance
2215,Lupe Fiasco,The Show Goes On,2011.0,28,Pop/Hip-Hop/Dance
2216,Lady Gaga,The Edge Of Glory,2011.0,29,Pop/Electronic
2217,Ke$Ha,We R Who We R,2011.0,30,Pop/Hip-Hop/Dance
2218,Wiz Khalifa,Black And Yellow,2011.0,31,Pop/Hip-Hop/Dance
2219,Hot Chelle Rae,Tonight Tonight,2011.0,32,Pop/Hip-Hop/Dance
2220,Ke$Ha,Blow,2011.0,33,Pop/Hip-Hop/Dance
2221,Bad Meets Evil feat. Bruno Mars,Lighters,2011.0,34,Pop/Hip-Hop/Dance
2222,Band Perry,If I Die Young,2011.0,35,Pop/Alternative
2223,Gym Class Heroes feat. Adam Levine,Stereo Hearts,2011.0,36,Pop/Hip-Hop/Dance
2224,Black Eyed Peas,The Time (Dirty Bit),2011.0,37,Hip-Hop/Pop
2225,Diddy - Dirty Money feat. Skylar Grey,Coming Home,2011.0,38,Pop/Hip-Hop/Dance
2226,Pitbull feat. T-Pain,Hey Baby (Drop It To The Floor),2011.0,39,Pop/Hip-Hop/Dance
2227,Lil Wayne feat. Cory Gunz,6 Foot 7 Foot,2011.0,41,Hip-Hop
2228,Lady Antebellum,Just A Kiss,2011.0,42,Pop/Hip-Hop/Dance
2229,Jason Aldean,Dirt Road Anthem,2011.0,43,Pop/Hip-Hop/Dance
2230,Waka Flocka Flame feat. Roscoe Dash and Wale,No Hands,2011.0,45,Pop/Hip-Hop/Dance
2231,Britney Spears,I Wanna Go,2011.0,46,Pop/Dance
2232,"DJ Khaled feat. Drake, Rick Ross and Lil Wayne",I'm On One,2011.0,47,Hip-Hop/R&B
2233,Cobra Starship feat. Sabi,You Make Me Feel...,2011.0,48,Pop/Hip-Hop/Dance
2234,Chris Brown,Yeah 3x,2011.0,49,R&B/Pop
2235,Nicki Minaj feat. Drake,Moment 4 Life,2011.0,50,Hip-Hop/R&B
2236,Gotye feat. Kimbra,Somebody That I Used To Know,2012.0,1,Pop/Hip-Hop/Dance
2237,Carly Rae Jepsen,Call Me Maybe,2012.0,2,Pop/Hip-Hop/Dance
2238,fun. feat. Janelle Monae,We Are Young,2012.0,3,Pop/Hip-Hop/Dance
2239,Maroon 5 feat. Wiz Khalifa,Payphone,2012.0,4,Pop Rock
2240,Ellie Goulding,Lights,2012.0,5,Pop/Electronic
